chembl_id,drug_name,SMILES,from_protein,from_pathway,from_moa,protein_row_indices,pathway_row_indices,moa_row_indices,phase,status,gene_symbols,pathways,pathway_ids,mechanisms,disease_ids,disease_names,support_sources_count,n_genes,n_pathways,n_moas
CHEMBL1256,ISOFLURANE,FC(F)OC(Cl)C(F)(F)F,True,True,True,515;525;528;533;538;541;1405;1441;1528;1665;1712;1756;1786;1805;1878;1941;2072;2120;2479;2564;2589;2634,1;4;7;10;13;18;23;7725;7730;7905,285,3.0,Recruiting;Terminated;Withdrawn,GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GABRQ;GLRA1;KCNK10;KCNK18;KCNK2;KCNK3;KCNK9,Neurotransmitter receptors and postsynaptic signal transmission;Phase 4 - resting membrane potential;TWIK related potassium channel (TREK);TWIK-releated acid-sensitive K+ channel (TASK),R-HSA-112314;R-HSA-1299316;R-HSA-1299503;R-HSA-5576886,GABA-A receptor; anion channel positive allosteric modulator | Glycine receptor (alpha-1/beta) positive modulator | Potassium channel subfamily K member 10 opener | Potassium channel subfamily K member 18 opener | Potassium channel subfamily K member 2 opener | Potassium channel subfamily K member 3 opener | Potassium channel subfamily K member 9 opener,EFO_0009686;EFO_0011061;HP_0000023,Inguinal hernia;respiratory failure;toxicity,3,22,4,2
CHEMBL1256818,DEXTROMETHORPHAN HYDROBROMIDE,Br.COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3.O,True,False,False,2642,,,4.0,,GRIN2A,,,,EFO_0007486,sinusitis,1,1,0,0
CHEMBL1256958,EPINEPHRINE BITARTRATE,CNC[C@H](O)c1ccc(O)c(O)c1.O=C(O)C(O)C(O)C(=O)O,True,True,False,377;1322;1374;1481;1847;2528,840;893;945;997;1049;1101;1153;1205;1385;1437;1489;6502;6702,,4.0,,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C,"Adrenaline signalling through Alpha-2 adrenergic receptor;Adrenaline,noradrenaline inhibits insulin secretion;Adrenoceptors;G alpha (12/13) signalling events;G alpha (i) signalling events;G alpha (q) signalling events;G alpha (z) signalling events;Surfactant metabolism",R-HSA-390696;R-HSA-392023;R-HSA-400042;R-HSA-416476;R-HSA-418594;R-HSA-418597;R-HSA-5683826,,EFO_0003843,pain,2,6,8,0
CHEMBL1257,ENFLURANE,FC(F)OC(F)(F)C(F)Cl,False,False,True,,,286,,,,,,Glycine receptor (alpha-1/beta) positive modulator | Potassium channel subfamily K member 10 opener | Potassium channel subfamily K member 18 opener | Potassium channel subfamily K member 2 opener | Potassium channel subfamily K member 3 opener | Potassium channel subfamily K member 9 opener,,,1,0,0,1
CHEMBL1257040,TRIFLUOPERAZINE HYDROCHLORIDE,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1.Cl.Cl,False,False,True,,,689,,,,,,D2-like dopamine receptor antagonist | Serotonin 2a (5-HT2a) receptor antagonist,,,1,0,0,1
CHEMBL1257051,TEDIZOLID,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,False,False,True,,,343,,,,,,Bacterial 70S ribosome inhibitor,,,1,0,0,1
CHEMBL1259059,SOFOSBUVIR,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1,False,False,True,,,419,,,,,,RNA-directed RNA polymerase inhibitor,,,1,0,0,1
CHEMBL126,LINEZOLID,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,False,False,True,,,320,,,,,,Bacterial 70S ribosome inhibitor,,,1,0,0,1
CHEMBL12610,BENZYDAMINE,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,True,True,True,129;916,352;4470;5556;5616;5679;6063;6137;6211;6285;6359;6433,160,4.0,,PTGS1;PTGS2,Biosynthesis of DHA-derived SPMs;Biosynthesis of DPAn-3 SPMs;Biosynthesis of EPA-derived SPMs;Biosynthesis of electrophilic Omega-3 PUFA oxo-derivatives;COX reactions;Interleukin-10 signaling;Interleukin-4 and Interleukin-13 signaling;Nicotinamide salvaging;Synthesis of 15-eicosatetraenoic acid derivatives;Synthesis of Prostaglandins (PG) and Thromboxanes (TX),R-HSA-140180;R-HSA-2142770;R-HSA-2162123;R-HSA-6783783;R-HSA-6785807;R-HSA-73614;R-HSA-9018677;R-HSA-9018679;R-HSA-9025094;R-HSA-9027604,Cyclooxygenase inhibitor,EFO_0005755;EFO_0005757,rheumatic disease;vaginal inflammation,3,2,10,1
CHEMBL1265,ADAPALENE,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,True,True,True,185;1766;1893,5987;6013;6022,620,4.0,Completed;Terminated,RARA;RARB;RARG,Activation of anterior HOX genes in hindbrain development during early embryogenesis;Nuclear Receptor transcription pathway;Signaling by Retinoic Acid,R-HSA-383280;R-HSA-5617472,Retinoic acid receptor agonist,EFO_0003894,acne,3,3,3,1
CHEMBL1266,TETRAHYDROZOLINE,c1ccc2c(c1)CCCC2C1=NCCN1,True,True,False,383;1327;1381;1487;1843;2524,846;898;952;1002;1056;1106;1158;1212;1390;1444;1494;6508;6708,,4.0,,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C,"Adrenaline signalling through Alpha-2 adrenergic receptor;Adrenaline,noradrenaline inhibits insulin secretion;Adrenoceptors;G alpha (12/13) signalling events;G alpha (i) signalling events;G alpha (q) signalling events;G alpha (z) signalling events;Surfactant metabolism",R-HSA-390696;R-HSA-392023;R-HSA-400042;R-HSA-416476;R-HSA-418594;R-HSA-418597;R-HSA-5683826,,EFO_0005751,eye allergy,2,6,8,0
CHEMBL1269025,EDOXABAN,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,True,True,False,453,7533;7562,,4.0,,F10,Common Pathway of Fibrin Clot Formation;Intrinsic Pathway of Fibrin Clot Formation,R-HSA-140837;R-HSA-140875,,HP_0004419,Recurrent thrombophlebitis,2,1,2,0
CHEMBL1269102,BQ-123,N/A,True,False,False,1925,,,2.0,Unknown status,EDNRA,,,,EFO_0001645,coronary artery disease,1,1,0,0
CHEMBL127071,POZANICLINE,Cc1ncccc1OC[C@@H]1CCCN1,True,True,False,445;2141,7925;7939;7953,,2.0,Terminated,CHRNA4;CHRNB2,Highly calcium permeable nicotinic acetylcholine receptors;Highly calcium permeable postsynaptic nicotinic acetylcholine receptors;Highly sodium permeable postsynaptic acetylcholine nicotinic receptors,R-HSA-629587;R-HSA-629594;R-HSA-629597,,EFO_0003768,nicotine dependence,2,2,3,0
CHEMBL12713,SERTINDOLE,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,True,True,False,388;1490;1849,851;6513;6713,,4.0,,ADRA1A;ADRA1B;ADRA1D,Adrenoceptors;G alpha (12/13) signalling events;G alpha (q) signalling events,R-HSA-390696;R-HSA-416476;R-HSA-418597,,EFO_0005407,psychosis,2,3,3,0
CHEMBL1274,NILUTAMIDE,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,True,True,True,549,1972;5887;7791,76,4.0,,AR,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Nuclear Receptor transcription pathway;SUMOylation of intracellular receptors,R-HSA-3371497;R-HSA-383280;R-HSA-4090294,Androgen Receptor antagonist,EFO_0000616,neoplasm,3,1,3,1
CHEMBL1276308,MIFEPRISTONE,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,True,True,False,34,726;2035;5950;7854;7991;8057;8128;8194;8260,,4.0,,NR3C1,"Circadian Clock;FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes;HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Nuclear Receptor transcription pathway;PTK6 Expression;Potential therapeutics for SARS;Regulation of NPAS4 gene transcription;Regulation of RUNX2 expression and activity;SUMOylation of intracellular receptors",R-HSA-3371497;R-HSA-383280;R-HSA-4090294;R-HSA-8849473;R-HSA-8939902;R-HSA-9615017;R-HSA-9679191;R-HSA-9768777,,EFO_0003099,Cushing syndrome,2,1,9,0
CHEMBL1278146,FAMITINIB,CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O,True,True,False,1117;1159,564;6976;7015;7510,,3.0,Completed,KIT;PDGFRB,RAF/MAP kinase cascade;Signaling by SCF-KIT;TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,R-HSA-1433557;R-HSA-5673001;R-HSA-8866910,,EFO_0000365,colorectal adenocarcinoma,2,2,3,0
CHEMBL1282,IMIQUIMOD,CC(C)Cn1cnc2c(N)nc3ccccc3c21,True,True,False,600,760;4256;7322;7344;7355;7366;7377;7399;7421;7443;7454,,4.0,,TLR7,Defective regulation of TLR7 by endogenous ligand;MyD88 dependent cascade initiated on endosome;Potential therapeutics for SARS;RSV-host interactions;Regulation of TLR by endogenous ligand;SARS-CoV-1 activates/modulates innate immune responses;SARS-CoV-2 activates/modulates innate and adaptive immune responses;TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling;TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation;Toll Like Receptor 7/8 (TLR7/8) Cascade;Trafficking and processing of endosomal TLR,R-HSA-1679131;R-HSA-168181;R-HSA-5686938;R-HSA-9679191;R-HSA-9692916;R-HSA-9705671;R-HSA-975110;R-HSA-975138;R-HSA-975155;R-HSA-9824856;R-HSA-9833110,,EFO_0000763,viral disease,2,1,11,0
CHEMBL128748,DIMETHYLCURCUMIN,COc1ccc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(OC)c(OC)c2)cc1OC,True,True,False,570,1993;5908;7812,,2.0,Completed,AR,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Nuclear Receptor transcription pathway;SUMOylation of intracellular receptors,R-HSA-3371497;R-HSA-383280;R-HSA-4090294,,EFO_0003894,acne,2,1,3,0
CHEMBL1287853,FEDRATINIB,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,True,True,True,781,206;668;4578;4657;4736;4843;4912;4978;5044;5088;5154;5320;5386;6933;7467;8296;8324;8352;8386;8414;8442,495,4.0,,JAK2,"IL-6-type cytokine receptor ligand interactions;Inactivation of CSF3 (G-CSF) signaling;Interleukin-12 signaling;Interleukin-20 family signaling;Interleukin-23 signaling;Interleukin-27 signaling;Interleukin-3, Interleukin-5 and GM-CSF signaling;Interleukin-35 Signalling;Interleukin-4 and Interleukin-13 signaling;Interleukin-6 signaling;MAPK1 (ERK2) activation;MAPK3 (ERK1) activation;Potential therapeutics for SARS;Prolactin receptor signaling;RAF activation;RAF/MAP kinase cascade;RMTs methylate histone arginines;Signaling by CSF3 (G-CSF);Signaling by Leptin;Signaling by SCF-KIT;Signaling by moderate kinase activity BRAF mutants",R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462,Tyrosine-protein kinase JAK2 inhibitor,EFO_0000616,neoplasm,3,1,21,1
CHEMBL1289494,TIVOZANIB,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,True,True,False,1119;1161,566;6978;7017;7512,,3.0,,KIT;PDGFRB,RAF/MAP kinase cascade;Signaling by SCF-KIT;TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,R-HSA-1433557;R-HSA-5673001;R-HSA-8866910,,EFO_0000616,neoplasm,2,2,3,0
CHEMBL1297,FENOPROFEN,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,True,True,False,130;923,353;4471;5563;5623;5680;6064;6138;6212;6286;6360;6434,,4.0,,PTGS1;PTGS2,Biosynthesis of DHA-derived SPMs;Biosynthesis of DPAn-3 SPMs;Biosynthesis of EPA-derived SPMs;Biosynthesis of electrophilic Omega-3 PUFA oxo-derivatives;COX reactions;Interleukin-10 signaling;Interleukin-4 and Interleukin-13 signaling;Nicotinamide salvaging;Synthesis of 15-eicosatetraenoic acid derivatives;Synthesis of Prostaglandins (PG) and Thromboxanes (TX),R-HSA-140180;R-HSA-2142770;R-HSA-2162123;R-HSA-6783783;R-HSA-6785807;R-HSA-73614;R-HSA-9018677;R-HSA-9018679;R-HSA-9025094;R-HSA-9027604,,EFO_0005755,rheumatic disease,2,2,10,0
CHEMBL130,CHLORAMPHENICOL,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,False,False,True,,,280,,,,,,Bacterial 70S ribosome inhibitor,,,1,0,0,1
CHEMBL1305,ANTAZOLINE,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,True,True,False,1026,6656,,3.0,Unknown status,HRH1,G alpha (q) signalling events,R-HSA-416476,,EFO_0000678,pterygium,2,1,1,0
CHEMBL131,PREDNISOLONE,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,True,True,True,1,693;2002;5917;7821;7958;8024;8095;8161;8227,178,4.0,,NR3C1,"Circadian Clock;FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes;HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Nuclear Receptor transcription pathway;PTK6 Expression;Potential therapeutics for SARS;Regulation of NPAS4 gene transcription;Regulation of RUNX2 expression and activity;SUMOylation of intracellular receptors",R-HSA-3371497;R-HSA-383280;R-HSA-4090294;R-HSA-8849473;R-HSA-8939902;R-HSA-9615017;R-HSA-9679191;R-HSA-9768777,Glucocorticoid receptor agonist,EFO_0000274,atopic eczema,3,1,9,1
CHEMBL1311,ISOSORBIDE MONONITRATE,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,True,True,True,68,7684,248,4.0,,GUCY1B1,Smooth Muscle Contraction,R-HSA-445355,Soluble guanylate cyclase activator,EFO_0000319,cardiovascular disease,3,1,1,1
CHEMBL1323,DARUNAVIR,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,False,False,True,,,408,,,,,,Human immunodeficiency virus type 1 protease inhibitor,,,1,0,0,1
CHEMBL13280,FLUNITRAZEPAM,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,False,False,True,,,278,,,,,,GABA-A receptor; anion channel positive allosteric modulator,,,1,0,0,2
CHEMBL1336,SORAFENIB,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,True,True,False,1109;1154,559;6971;7007;7505,,3.0,Completed;Not yet recruiting,KIT;PDGFRB,RAF/MAP kinase cascade;Signaling by SCF-KIT;TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,R-HSA-1433557;R-HSA-5673001;R-HSA-8866910,,EFO_0000182,hepatocellular carcinoma,2,2,3,0
CHEMBL13376,CLOMETACIN,COc1ccc2c(C(=O)c3ccc(Cl)cc3)c(C)n(CC(=O)O)c2c1,False,False,True,,,140,,,,,,Cyclooxygenase inhibitor,,,1,0,0,1
CHEMBL1339,VARDENAFIL HYDROCHLORIDE,CCCc1nc(C)c2c(O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12.Cl,True,True,True,873,7673;7700;7713,447,4.0,,PDE5A,RHOBTB1 GTPase cycle;Smooth Muscle Contraction;cGMP effects,R-HSA-418457;R-HSA-445355;R-HSA-9013422,Phosphodiesterase 5A inhibitor,EFO_0004234,erectile dysfunction,3,1,3,1
CHEMBL134,CLONIDINE,Clc1cccc(Cl)c1NC1=NCCN1,True,True,False,1315;1368;2513,886;939;990;1043;1094;1146;1199;1378;1431;1482,,4.0,,ADRA2A;ADRA2B;ADRA2C,"Adrenaline signalling through Alpha-2 adrenergic receptor;Adrenaline,noradrenaline inhibits insulin secretion;Adrenoceptors;G alpha (i) signalling events;G alpha (z) signalling events;Surfactant metabolism",R-HSA-390696;R-HSA-392023;R-HSA-400042;R-HSA-418594;R-HSA-418597;R-HSA-5683826,,EFO_0000537,hypertension,2,3,6,0
CHEMBL1341,METHOXYFLURANE,COC(F)(F)C(Cl)Cl,True,True,False,483;1403;1423;1513;1635;1681;1737;1775;1796;1869;1929;2043;2089;2459;2555;2575;2626,7903,,4.0,Completed;Unknown status,GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GABRQ;GLRA1,Neurotransmitter receptors and postsynaptic signal transmission,R-HSA-112314,,EFO_0003843,pain,2,17,1,0
CHEMBL135,ESTRADIOL,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,True,False,False,2286,,,4.0,,ESR1,,,,EFO_0003882,osteoporosis,1,1,0,0
CHEMBL135400,ZOPICLONE,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,True,False,False,510;1524;1709;1750;1783;1938;2070;2116;2586,,,3.0,Completed;Terminated,GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3,,,,EFO_0003918;EFO_0005230,anxiety;obstructive sleep apnea,1,9,0,0
CHEMBL1357648,AMODIAQUINE HYDROCHLORIDE,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl.Cl.O.O,False,False,True,,,434,,,,,,Ferriprotoporphyrin IX inhibitor,,,1,0,0,1
CHEMBL1358,FULVESTRANT,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,True,False,False,2277,,,4.0,,ESR1,,,,EFO_0000305,breast carcinoma,1,1,0,0
CHEMBL1364144,METHYLPREDNISOLONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,True,True,True,17,709;2018;5933;7837;7974;8040;8111;8177;8243,231,4.0,,NR3C1,"Circadian Clock;FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes;HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Nuclear Receptor transcription pathway;PTK6 Expression;Potential therapeutics for SARS;Regulation of NPAS4 gene transcription;Regulation of RUNX2 expression and activity;SUMOylation of intracellular receptors",R-HSA-3371497;R-HSA-383280;R-HSA-4090294;R-HSA-8849473;R-HSA-8939902;R-HSA-9615017;R-HSA-9679191;R-HSA-9768777,Glucocorticoid receptor agonist,EFO_0000565,leukemia,3,1,9,1
CHEMBL136478,SODIUM NITROPRUSSIDE,N/A,True,True,True,71,7687,247,4.0,,GUCY1B1,Smooth Muscle Contraction,R-HSA-445355,Soluble guanylate cyclase activator,EFO_0000373,congestive heart failure,3,1,1,1
CHEMBL1366933,ESMIRTAZAPINE,CN1CCN2c3ncccc3Cc3ccccc3[C@H]2C1,True,True,False,1030;1345;1397;2543,916;968;1020;1072;1124;1176;1228;1408;1460;1512;6660,,3.0,Completed,ADRA2A;ADRA2B;ADRA2C;HRH1,"Adrenaline signalling through Alpha-2 adrenergic receptor;Adrenaline,noradrenaline inhibits insulin secretion;Adrenoceptors;G alpha (i) signalling events;G alpha (q) signalling events;G alpha (z) signalling events;Surfactant metabolism",R-HSA-390696;R-HSA-392023;R-HSA-400042;R-HSA-416476;R-HSA-418594;R-HSA-418597;R-HSA-5683826,,EFO_0004698,insomnia,2,4,7,0
CHEMBL1370,BUDESONIDE,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,True,True,True,9,701;2010;5925;7829;7966;8032;8103;8169;8235,221,4.0,,NR3C1,"Circadian Clock;FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes;HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Nuclear Receptor transcription pathway;PTK6 Expression;Potential therapeutics for SARS;Regulation of NPAS4 gene transcription;Regulation of RUNX2 expression and activity;SUMOylation of intracellular receptors",R-HSA-3371497;R-HSA-383280;R-HSA-4090294;R-HSA-8849473;R-HSA-8939902;R-HSA-9615017;R-HSA-9679191;R-HSA-9768777,Glucocorticoid receptor agonist,EFO_0000341,chronic obstructive pulmonary disease,3,1,9,1
CHEMBL1370561,AMINOPHYLLINE,Cn1c(=O)c2[nH]cnc2n(C)c1=O.Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCCN,True,True,False,417;1049;1076;2154,4327;5739;5766;5793;5834;5860,,4.0,,PDE4A;PDE4B;PDE4C;PDE4D,"DARPP-32 events;G alpha (s) signalling events;Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",R-HSA-180024;R-HSA-418555;R-HSA-9860927,,HP_0006536;MONDO_0004979,Airway obstruction;asthma,2,4,3,0
CHEMBL1375743,ZIPRASIDONE HYDROCHLORIDE,Cl.O.O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,False,False,True,,,702,,,,,,Serotonin 2a (5-HT2a) receptor antagonist,,,1,0,0,1
CHEMBL13828,OXATOMIDE,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,True,True,False,1001,6631,,4.0,,HRH1,G alpha (q) signalling events,R-HSA-416476,,MONDO_0005271,allergic disease,2,1,1,0
CHEMBL139,DICLOFENAC,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,True,True,True,99;886,322;4440;5526;5586;5649;6033;6107;6181;6255;6329;6403,146,4.0,Completed,PTGS1;PTGS2,Biosynthesis of DHA-derived SPMs;Biosynthesis of DPAn-3 SPMs;Biosynthesis of EPA-derived SPMs;Biosynthesis of electrophilic Omega-3 PUFA oxo-derivatives;COX reactions;Interleukin-10 signaling;Interleukin-4 and Interleukin-13 signaling;Nicotinamide salvaging;Synthesis of 15-eicosatetraenoic acid derivatives;Synthesis of Prostaglandins (PG) and Thromboxanes (TX),R-HSA-140180;R-HSA-2142770;R-HSA-2162123;R-HSA-6783783;R-HSA-6785807;R-HSA-73614;R-HSA-9018677;R-HSA-9018679;R-HSA-9025094;R-HSA-9027604,Cyclooxygenase inhibitor,EFO_0000685,rheumatoid arthritis,3,2,10,1
CHEMBL1395,METHYLTESTOSTERONE,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,True,True,False,557,1980;5895;7799,,4.0,,AR,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Nuclear Receptor transcription pathway;SUMOylation of intracellular receptors,R-HSA-3371497;R-HSA-383280;R-HSA-4090294,,MONDO_0002146,hypogonadism,2,1,3,0
CHEMBL139835,CYPROTERONE ACETATE,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,True,True,True,51;559,743;1982;2052;5897;5967;7801;7871;8008;8074;8145;8211;8277,75,3.0,Completed,AR;NR3C1,"Circadian Clock;FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes;HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Nuclear Receptor transcription pathway;PTK6 Expression;Potential therapeutics for SARS;Regulation of NPAS4 gene transcription;Regulation of RUNX2 expression and activity;SUMOylation of intracellular receptors",R-HSA-3371497;R-HSA-383280;R-HSA-4090294;R-HSA-8849473;R-HSA-8939902;R-HSA-9615017;R-HSA-9679191;R-HSA-9768777,Androgen Receptor antagonist,EFO_0000673,prostate adenocarcinoma,3,2,9,1
CHEMBL1405,ESTRONE,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,True,False,False,2309,,,3.0,Unknown status,ESR1,,,,MONDO_0004169,premenstrual tension,1,1,0,0
CHEMBL1409,FLUVOXAMINE MALEATE,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1.O=C(O)/C=C\C(=O)O,True,False,False,1245,,,4.0,,SLC6A4,,,,EFO_0004242,obsessive-compulsive disorder,1,1,0,0
CHEMBL1411979,METHAPYRILENE,CN(C)CCN(Cc1cccs1)c1ccccn1,True,True,False,1002,6632,,4.0,,HRH1,G alpha (q) signalling events,R-HSA-416476,,MONDO_0005271,allergic disease,2,1,1,0
CHEMBL1419,SIBUTRAMINE,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,True,False,False,1236,,,4.0,,SLC6A4,,,,EFO_0001073,obesity,1,1,0,0
CHEMBL1421,DASATINIB,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,True,True,False,942;1097;1140;1199;2199,545;4290;6957;6995;7491,,4.0,Unknown status,ABL1;BCR;BLK;KIT;PDGFRB,"RAF/MAP kinase cascade;Signaling by SCF-KIT;TFAP2 (AP-2) family regulates transcription of growth factors and their receptors;Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",R-HSA-1433557;R-HSA-5673001;R-HSA-8866910;R-HSA-9860927,,EFO_0000220,acute lymphoblastic leukemia,2,5,4,0
CHEMBL1422,SITAGLIPTIN,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,True,False,False,664,,,3.0,Completed,DPP4,,,,EFO_0000400,diabetes mellitus,1,1,0,0
CHEMBL1423,PIMOZIDE,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,False,False,True,,,682,,,,,,Serotonin 2a (5-HT2a) receptor antagonist,,,1,0,0,1
CHEMBL142635,NAFTOPIDIL,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,True,False,False,1498,,,3.0,Withdrawn,ADRA1D,,,,EFO_0000536,hyperplasia,1,1,0,0
CHEMBL142703,VILDAGLIPTIN,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,True,False,True,658,,513,4.0,,DPP4,,,Dipeptidyl peptidase IV inhibitor,EFO_0000400,diabetes mellitus,2,1,0,1
CHEMBL1431,METFORMIN,CN(C)C(=N)NC(=N)N,True,False,False,1535;1945;2173,,,4.0,Completed;Recruiting,GPD2;MT-ND4;NDUFA4,,,,EFO_0000400,diabetes mellitus,1,3,0,0
